City,Date,Day of Week,JoinID,MLBGame,MLB_Attendance,NBAGame,NBA_Attendance,NFLGame,NFL_Attendance,State
Houston,2017-07-19,Wednesday,2017-07-19HoustonTX,1,35191,0,0,0,0,TX
Houston,2017-07-31,Monday,2017-07-31HoustonTX,1,24154,0,0,0,0,TX
Houston,2017-08-01,Tuesday,2017-08-01HoustonTX,1,22985,0,0,0,0,TX
Houston,2017-08-02,Wednesday,2017-08-02HoustonTX,1,26722,0,0,0,0,TX
Houston,2017-08-03,Thursday,2017-08-03HoustonTX,1,23404,0,0,0,0,TX
Houston,2017-08-04,Friday,2017-08-04HoustonTX,1,39287,0,0,0,0,TX
Houston,2017-08-05,Saturday,2017-08-05HoustonTX,1,41950,0,0,0,0,TX
Houston,2017-08-06,Sunday,2017-08-06HoustonTX,1,36300,0,0,0,0,TX
Dallas,2017-08-11,Friday,2017-08-11DallasTX,1,33897,0,0,0,0,TX
Dallas,2017-08-12,Saturday,2017-08-12DallasTX,1,47306,0,0,0,0,TX
Dallas,2017-08-13,Sunday,2017-08-13DallasTX,1,31517,0,0,0,0,TX
Houston,2017-08-16,Wednesday,2017-08-16HoustonTX,1,27278,0,0,0,0,TX
Houston,2017-08-17,Thursday,2017-08-17HoustonTX,1,27949,0,0,0,0,TX
Houston,2017-08-18,Friday,2017-08-18HoustonTX,1,30908,0,0,0,0,TX
Houston,2017-08-19,Saturday,2017-08-19HoustonTX,1,32796,0,0,0,0,TX
Houston,2017-08-20,Sunday,2017-08-20HoustonTX,1,34011,0,0,0,0,TX
Houston,2017-08-22,Tuesday,2017-08-22HoustonTX,1,23798,0,0,0,0,TX
Houston,2017-08-23,Wednesday,2017-08-23HoustonTX,1,23434,0,0,0,0,TX
Houston,2017-08-24,Thursday,2017-08-24HoustonTX,1,24761,0,0,0,0,TX
Houston,2017-08-29,Tuesday,2017-08-29HoustonTX,1,3485,0,0,0,0,TX
Houston,2017-08-30,Wednesday,2017-08-30HoustonTX,1,6123,0,0,0,0,TX
Houston,2017-08-31,Thursday,2017-08-31HoustonTX,1,3385,0,0,0,0,TX
Houston,2017-09-02,Saturday,2017-09-02HoustonTX,1,30319,0,0,0,0,TX
Houston,2017-09-02,Saturday,2017-09-02HoustonTX,1,34904,0,0,0,0,TX
Houston,2017-09-03,Sunday,2017-09-03HoustonTX,1,32065,0,0,0,0,TX
Houston,2017-09-15,Friday,2017-09-15HoustonTX,1,28328,0,0,0,0,TX
Houston,2017-09-16,Saturday,2017-09-16HoustonTX,1,33650,0,0,0,0,TX
Houston,2017-09-17,Sunday,2017-09-17HoustonTX,1,30247,0,0,0,0,TX
Houston,2017-09-19,Tuesday,2017-09-19HoustonTX,1,23293,0,0,0,0,TX
Houston,2017-09-20,Wednesday,2017-09-20HoustonTX,1,24995,0,0,0,0,TX
Houston,2017-09-21,Thursday,2017-09-21HoustonTX,1,24283,0,0,0,0,TX
Houston,2017-09-22,Friday,2017-09-22HoustonTX,1,34127,0,0,0,0,TX
Houston,2017-09-23,Saturday,2017-09-23HoustonTX,1,34035,0,0,0,0,TX
Houston,2017-09-24,Sunday,2017-09-24HoustonTX,1,36756,0,0,0,0,TX
Dallas,2017-09-25,Monday,2017-09-25DallasTX,1,30390,0,0,0,0,TX
Dallas,2017-09-26,Tuesday,2017-09-26DallasTX,1,28976,0,0,0,0,TX
Dallas,2017-09-27,Wednesday,2017-09-27DallasTX,1,26053,0,0,0,0,TX
Dallas,2018-03-29,Thursday,2018-03-29DallasTX,1,47253,0,0,0,0,TX
Dallas,2018-03-30,Friday,2018-03-30DallasTX,1,35469,0,0,0,0,TX
Dallas,2018-03-31,Saturday,2018-03-31DallasTX,1,36892,0,0,0,0,TX
Dallas,2018-04-01,Sunday,2018-04-01DallasTX,1,26758,0,0,0,0,TX
Houston,2018-04-02,Monday,2018-04-02HoustonTX,1,42675,0,0,0,0,TX
Houston,2018-04-03,Tuesday,2018-04-03HoustonTX,1,40081,0,0,0,0,TX
Houston,2018-04-04,Wednesday,2018-04-04HoustonTX,1,27698,0,0,0,0,TX
Houston,2018-04-06,Friday,2018-04-06HoustonTX,1,41138,0,0,0,0,TX
Houston,2018-04-07,Saturday,2018-04-07HoustonTX,1,42306,0,0,0,0,TX
Houston,2018-04-08,Sunday,2018-04-08HoustonTX,1,37093,0,0,0,0,TX
Houston,2018-04-13,Friday,2018-04-13HoustonTX,1,32129,0,0,0,0,TX
Houston,2018-04-14,Saturday,2018-04-14HoustonTX,1,40679,0,0,0,0,TX
Houston,2018-04-15,Sunday,2018-04-15HoustonTX,1,31803,0,0,0,0,TX
Houston,2018-04-23,Monday,2018-04-23HoustonTX,1,29606,0,0,0,0,TX
Houston,2018-04-24,Tuesday,2018-04-24HoustonTX,1,36457,0,0,0,0,TX
Houston,2018-04-25,Wednesday,2018-04-25HoustonTX,1,29777,0,0,0,0,TX
Houston,2018-04-27,Friday,2018-04-27HoustonTX,1,32636,0,0,0,0,TX
Houston,2018-04-28,Saturday,2018-04-28HoustonTX,1,41493,0,0,0,0,TX
Houston,2018-04-29,Sunday,2018-04-29HoustonTX,1,39131,0,0,0,0,TX
Houston,2018-04-30,Monday,2018-04-30HoustonTX,1,30061,0,0,0,0,TX
Houston,2018-05-01,Tuesday,2018-05-01HoustonTX,1,34386,0,0,0,0,TX
Houston,2018-05-02,Wednesday,2018-05-02HoustonTX,1,31617,0,0,0,0,TX
Houston,2018-05-03,Thursday,2018-05-03HoustonTX,1,34838,0,0,0,0,TX
Houston,2018-05-11,Friday,2018-05-11HoustonTX,1,34297,0,0,0,0,TX
Houston,2018-05-12,Saturday,2018-05-12HoustonTX,1,36482,0,0,0,0,TX
Houston,2018-05-13,Sunday,2018-05-13HoustonTX,1,39405,0,0,0,0,TX
Houston,2018-05-18,Friday,2018-05-18HoustonTX,1,35959,0,0,0,0,TX
Houston,2018-05-19,Saturday,2018-05-19HoustonTX,1,39926,0,0,0,0,TX
Houston,2018-05-20,Sunday,2018-05-20HoustonTX,1,30770,0,0,0,0,TX
Houston,2018-05-22,Tuesday,2018-05-22HoustonTX,1,35638,0,0,0,0,TX
Houston,2018-05-23,Wednesday,2018-05-23HoustonTX,1,31929,0,0,0,0,TX
Houston,2018-05-31,Thursday,2018-05-31HoustonTX,1,30658,0,0,0,0,TX
Houston,2018-06-01,Friday,2018-06-01HoustonTX,1,37244,0,0,0,0,TX
Houston,2018-06-02,Saturday,2018-06-02HoustonTX,1,38640,0,0,0,0,TX
Houston,2018-06-03,Sunday,2018-06-03HoustonTX,1,33431,0,0,0,0,TX
Houston,2018-06-05,Tuesday,2018-06-05HoustonTX,1,35646,0,0,0,0,TX
Houston,2018-06-06,Wednesday,2018-06-06HoustonTX,1,30361,0,0,0,0,TX
Dallas,2018-06-07,Thursday,2018-06-07DallasTX,1,30236,0,0,0,0,TX
Dallas,2018-06-08,Friday,2018-06-08DallasTX,1,31722,0,0,0,0,TX
Dallas,2018-06-09,Saturday,2018-06-09DallasTX,1,38068,0,0,0,0,TX
Dallas,2018-06-10,Sunday,2018-06-10DallasTX,1,30251,0,0,0,0,TX
Houston,2018-06-18,Monday,2018-06-18HoustonTX,1,34151,0,0,0,0,TX
Houston,2018-06-19,Tuesday,2018-06-19HoustonTX,1,37414,0,0,0,0,TX
Houston,2018-06-20,Wednesday,2018-06-20HoustonTX,1,43409,0,0,0,0,TX
Houston,2018-06-22,Friday,2018-06-22HoustonTX,1,39357,0,0,0,0,TX
Houston,2018-06-23,Saturday,2018-06-23HoustonTX,1,40028,0,0,0,0,TX
Houston,2018-06-24,Sunday,2018-06-24HoustonTX,1,41823,0,0,0,0,TX
Houston,2018-06-25,Monday,2018-06-25HoustonTX,1,28791,0,0,0,0,TX
Houston,2018-06-26,Tuesday,2018-06-26HoustonTX,1,38700,0,0,0,0,TX
Houston,2018-06-27,Wednesday,2018-06-27HoustonTX,1,39191,0,0,0,0,TX
Dallas,2018-07-03,Tuesday,2018-07-03DallasTX,1,40165,0,0,0,0,TX
Dallas,2018-07-04,Wednesday,2018-07-04DallasTX,1,43592,0,0,0,0,TX
Houston,2018-07-05,Thursday,2018-07-05HoustonTX,1,34955,0,0,0,0,TX
Houston,2018-07-06,Friday,2018-07-06HoustonTX,1,38153,0,0,0,0,TX
Houston,2018-07-07,Saturday,2018-07-07HoustonTX,1,39568,0,0,0,0,TX
Houston,2018-07-08,Sunday,2018-07-08HoustonTX,1,41654,0,0,0,0,TX
Houston,2018-07-09,Monday,2018-07-09HoustonTX,1,28301,0,0,0,0,TX
Houston,2018-07-10,Tuesday,2018-07-10HoustonTX,1,34585,0,0,0,0,TX
Houston,2018-07-11,Wednesday,2018-07-11HoustonTX,1,41119,0,0,0,0,TX
Houston,2018-07-12,Thursday,2018-07-12HoustonTX,1,38900,0,0,0,0,TX
Houston,2018-07-13,Friday,2018-07-13HoustonTX,1,38843,0,0,0,0,TX
Houston,2018-07-14,Saturday,2018-07-14HoustonTX,1,40405,0,0,0,0,TX
Houston,2018-07-15,Sunday,2018-07-15HoustonTX,1,39455,0,0,0,0,TX
Houston,2018-07-27,Friday,2018-07-27HoustonTX,1,42592,0,0,0,0,TX
Houston,2018-07-28,Saturday,2018-07-28HoustonTX,1,43093,0,0,0,0,TX
Houston,2018-07-29,Sunday,2018-07-29HoustonTX,1,40560,0,0,0,0,TX
Houston,2018-08-09,Thursday,2018-08-09HoustonTX,1,34976,0,0,0,0,TX
Houston,2018-08-10,Friday,2018-08-10HoustonTX,1,41236,0,0,0,0,TX
Houston,2018-08-11,Saturday,2018-08-11HoustonTX,1,38888,0,0,0,0,TX
Houston,2018-08-12,Sunday,2018-08-12HoustonTX,1,40048,0,0,0,0,TX
Houston,2018-08-14,Tuesday,2018-08-14HoustonTX,1,35813,0,0,0,0,TX
Houston,2018-08-15,Wednesday,2018-08-15HoustonTX,1,29967,0,0,0,0,TX
Houston,2018-08-27,Monday,2018-08-27HoustonTX,1,43171,0,0,0,0,TX
Houston,2018-08-28,Tuesday,2018-08-28HoustonTX,1,33136,0,0,0,0,TX
Houston,2018-08-29,Wednesday,2018-08-29HoustonTX,1,32926,0,0,0,0,TX
Houston,2018-08-30,Thursday,2018-08-30HoustonTX,1,30371,0,0,0,0,TX
Houston,2018-08-31,Friday,2018-08-31HoustonTX,1,35675,0,0,0,0,TX
Houston,2018-09-01,Saturday,2018-09-01HoustonTX,1,41622,0,0,0,0,TX
Houston,2018-09-02,Sunday,2018-09-02HoustonTX,1,41506,0,0,0,0,TX
Houston,2018-09-03,Monday,2018-09-03HoustonTX,1,39559,0,0,0,0,TX
Houston,2018-09-04,Tuesday,2018-09-04HoustonTX,1,31315,0,0,0,0,TX
Houston,2018-09-05,Wednesday,2018-09-05HoustonTX,1,31011,0,0,0,0,TX
Houston,2018-09-14,Friday,2018-09-14HoustonTX,1,36924,0,0,0,0,TX
Houston,2018-09-15,Saturday,2018-09-15HoustonTX,1,38345,0,0,0,0,TX
Houston,2018-09-16,Sunday,2018-09-16HoustonTX,1,37889,0,0,0,0,TX
Houston,2018-09-17,Monday,2018-09-17HoustonTX,1,43144,0,0,0,0,TX
Houston,2018-09-18,Tuesday,2018-09-18HoustonTX,1,35715,0,0,0,0,TX
Houston,2018-09-19,Wednesday,2018-09-19HoustonTX,1,31229,0,0,0,0,TX
Houston,2018-09-21,Friday,2018-09-21HoustonTX,1,39977,0,0,0,0,TX
Houston,2018-09-22,Saturday,2018-09-22HoustonTX,1,41822,0,0,0,0,TX
Houston,2018-09-23,Sunday,2018-09-23HoustonTX,1,43247,0,0,0,0,TX
Dallas,2019-04-01,Monday,2019-04-01DallasTX,1,18056,0,0,0,0,TX
Dallas,2019-04-02,Tuesday,2019-04-02DallasTX,1,17907,0,0,0,0,TX
Dallas,2019-04-03,Wednesday,2019-04-03DallasTX,1,22265,0,0,0,0,TX
Houston,2019-04-05,Friday,2019-04-05HoustonTX,1,43165,0,0,0,0,TX
Houston,2019-04-06,Saturday,2019-04-06HoustonTX,1,34487,0,0,0,0,TX
Houston,2019-04-07,Sunday,2019-04-07HoustonTX,1,34902,0,0,0,0,TX
Houston,2019-04-08,Monday,2019-04-08HoustonTX,1,27631,0,0,0,0,TX
Houston,2019-04-09,Tuesday,2019-04-09HoustonTX,1,31009,0,0,0,0,TX
Houston,2019-04-10,Wednesday,2019-04-10HoustonTX,1,27685,0,0,0,0,TX
Dallas,2019-04-19,Friday,2019-04-19DallasTX,1,35649,0,0,0,0,TX
Dallas,2019-04-20,Saturday,2019-04-20DallasTX,1,39636,0,0,0,0,TX
Dallas,2019-04-21,Sunday,2019-04-21DallasTX,1,26225,0,0,0,0,TX
Houston,2019-04-22,Monday,2019-04-22HoustonTX,1,34518,0,0,0,0,TX
Houston,2019-04-23,Tuesday,2019-04-23HoustonTX,1,29409,0,0,0,0,TX
Houston,2019-04-24,Wednesday,2019-04-24HoustonTX,1,26582,0,0,0,0,TX
Houston,2019-04-25,Thursday,2019-04-25HoustonTX,1,24948,0,0,0,0,TX
Houston,2019-04-26,Friday,2019-04-26HoustonTX,1,38084,0,0,0,0,TX
Houston,2019-04-27,Saturday,2019-04-27HoustonTX,1,38667,0,0,0,0,TX
Houston,2019-04-28,Sunday,2019-04-28HoustonTX,1,31025,0,0,0,0,TX
Houston,2019-05-06,Monday,2019-05-06HoustonTX,1,27079,0,0,0,0,TX
Houston,2019-05-07,Tuesday,2019-05-07HoustonTX,1,30377,0,0,0,0,TX
Houston,2019-05-08,Wednesday,2019-05-08HoustonTX,1,22698,0,0,0,0,TX
Houston,2019-05-09,Thursday,2019-05-09HoustonTX,1,26657,0,0,0,0,TX
Houston,2019-05-10,Friday,2019-05-10HoustonTX,1,33023,0,0,0,0,TX
Houston,2019-05-11,Saturday,2019-05-11HoustonTX,1,35849,0,0,0,0,TX
Houston,2019-05-12,Sunday,2019-05-12HoustonTX,1,41027,0,0,0,0,TX
Houston,2019-05-20,Monday,2019-05-20HoustonTX,1,24364,0,0,0,0,TX
Houston,2019-05-21,Tuesday,2019-05-21HoustonTX,1,31392,0,0,0,0,TX
Houston,2019-05-22,Wednesday,2019-05-22HoustonTX,1,30237,0,0,0,0,TX
Houston,2019-05-23,Thursday,2019-05-23HoustonTX,1,26073,0,0,0,0,TX
Houston,2019-05-24,Friday,2019-05-24HoustonTX,1,35606,0,0,0,0,TX
Houston,2019-05-25,Saturday,2019-05-25HoustonTX,1,40722,0,0,0,0,TX
Houston,2019-05-26,Sunday,2019-05-26HoustonTX,1,41502,0,0,0,0,TX
Houston,2019-05-27,Monday,2019-05-27HoustonTX,1,42135,0,0,0,0,TX
Houston,2019-05-28,Tuesday,2019-05-28HoustonTX,1,31030,0,0,0,0,TX
Houston,2019-05-29,Wednesday,2019-05-29HoustonTX,1,33243,0,0,0,0,TX
Houston,2019-06-07,Friday,2019-06-07HoustonTX,1,35414,0,0,0,0,TX
Houston,2019-06-08,Saturday,2019-06-08HoustonTX,1,38425,0,0,0,0,TX
Houston,2019-06-09,Sunday,2019-06-09HoustonTX,1,35621,0,0,0,0,TX
Houston,2019-06-11,Tuesday,2019-06-11HoustonTX,1,35928,0,0,0,0,TX
Houston,2019-06-12,Wednesday,2019-06-12HoustonTX,1,40032,0,0,0,0,TX
Houston,2019-06-14,Friday,2019-06-14HoustonTX,1,34719,0,0,0,0,TX
Houston,2019-06-15,Saturday,2019-06-15HoustonTX,1,38012,0,0,0,0,TX
Houston,2019-06-16,Sunday,2019-06-16HoustonTX,1,42174,0,0,0,0,TX
Houston,2019-06-25,Tuesday,2019-06-25HoustonTX,1,37193,0,0,0,0,TX
Houston,2019-06-26,Wednesday,2019-06-26HoustonTX,1,39312,0,0,0,0,TX
Houston,2019-06-27,Thursday,2019-06-27HoustonTX,1,38943,0,0,0,0,TX
Houston,2019-06-28,Friday,2019-06-28HoustonTX,1,32828,0,0,0,0,TX
Houston,2019-06-29,Saturday,2019-06-29HoustonTX,1,35082,0,0,0,0,TX
Houston,2019-06-30,Sunday,2019-06-30HoustonTX,1,32485,0,0,0,0,TX
Houston,2019-07-05,Friday,2019-07-05HoustonTX,1,41219,0,0,0,0,TX
Houston,2019-07-06,Saturday,2019-07-06HoustonTX,1,39470,0,0,0,0,TX
Houston,2019-07-07,Sunday,2019-07-07HoustonTX,1,37264,0,0,0,0,TX
Dallas,2019-07-11,Thursday,2019-07-11DallasTX,1,37964,0,0,0,0,TX
Dallas,2019-07-12,Friday,2019-07-12DallasTX,1,32322,0,0,0,0,TX
Dallas,2019-07-13,Saturday,2019-07-13DallasTX,1,42452,0,0,0,0,TX
Dallas,2019-07-14,Sunday,2019-07-14DallasTX,1,27916,0,0,0,0,TX
Houston,2019-07-19,Friday,2019-07-19HoustonTX,1,42287,0,0,0,0,TX
Houston,2019-07-20,Saturday,2019-07-20HoustonTX,1,41643,0,0,0,0,TX
Houston,2019-07-21,Sunday,2019-07-21HoustonTX,1,37655,0,0,0,0,TX
Houston,2019-07-22,Monday,2019-07-22HoustonTX,1,41534,0,0,0,0,TX
Houston,2019-07-23,Tuesday,2019-07-23HoustonTX,1,39204,0,0,0,0,TX
Houston,2019-07-24,Wednesday,2019-07-24HoustonTX,1,41838,0,0,0,0,TX
Houston,2019-08-02,Friday,2019-08-02HoustonTX,1,41444,0,0,0,0,TX
Houston,2019-08-03,Saturday,2019-08-03HoustonTX,1,37059,0,0,0,0,TX
Houston,2019-08-04,Sunday,2019-08-04HoustonTX,1,39667,0,0,0,0,TX
Houston,2019-08-06,Tuesday,2019-08-06HoustonTX,1,43243,0,0,0,0,TX
Houston,2019-08-07,Wednesday,2019-08-07HoustonTX,1,35566,0,0,0,0,TX
Houston,2019-08-19,Monday,2019-08-19HoustonTX,1,40499,0,0,0,0,TX
Houston,2019-08-20,Tuesday,2019-08-20HoustonTX,1,30143,0,0,0,0,TX
Houston,2019-08-21,Wednesday,2019-08-21HoustonTX,1,29567,0,0,0,0,TX
Houston,2019-08-22,Thursday,2019-08-22HoustonTX,1,27220,0,0,0,0,TX
Houston,2019-08-23,Friday,2019-08-23HoustonTX,1,35201,0,0,0,0,TX
Houston,2019-08-24,Saturday,2019-08-24HoustonTX,1,37862,0,0,0,0,TX
Houston,2019-08-25,Sunday,2019-08-25HoustonTX,1,38989,0,0,0,0,TX
Houston,2019-08-27,Tuesday,2019-08-27HoustonTX,1,28454,0,0,0,0,TX
Houston,2019-08-28,Wednesday,2019-08-28HoustonTX,1,25539,0,0,0,0,TX
Houston,2019-08-29,Thursday,2019-08-29HoustonTX,1,33051,0,0,0,0,TX
Houston,2019-09-05,Thursday,2019-09-05HoustonTX,1,27822,0,0,0,0,TX
Houston,2019-09-06,Friday,2019-09-06HoustonTX,1,33149,0,0,0,0,TX
Houston,2019-09-07,Saturday,2019-09-07HoustonTX,1,41958,0,0,0,0,TX
Houston,2019-09-08,Sunday,2019-09-08HoustonTX,1,35569,0,0,0,0,TX
Houston,2019-09-09,Monday,2019-09-09HoustonTX,1,38289,0,0,0,0,TX
Houston,2019-09-10,Tuesday,2019-09-10HoustonTX,1,32100,0,0,0,0,TX
Houston,2019-09-11,Wednesday,2019-09-11HoustonTX,1,32938,0,0,0,0,TX
Houston,2019-09-12,Thursday,2019-09-12HoustonTX,1,34024,0,0,0,0,TX
Houston,2019-09-17,Tuesday,2019-09-17HoustonTX,1,39650,0,0,0,0,TX
Houston,2019-09-18,Wednesday,2019-09-18HoustonTX,1,38417,0,0,0,0,TX
Houston,2019-09-20,Friday,2019-09-20HoustonTX,1,40106,0,0,0,0,TX
Houston,2019-09-21,Saturday,2019-09-21HoustonTX,1,43264,0,0,0,0,TX
Houston,2019-09-22,Sunday,2019-09-22HoustonTX,1,43169,0,0,0,0,TX
Miami,2017-04-11,Tuesday,2017-04-11MiamiFL,1,36519,0,0,0,0,FL
Miami,2017-04-12,Wednesday,2017-04-12MiamiFL,1,16808,0,0,0,0,FL
Miami,2017-04-13,Thursday,2017-04-13MiamiFL,1,23192,0,0,0,0,FL
Miami,2017-04-14,Friday,2017-04-14MiamiFL,1,24194,0,0,0,0,FL
Miami,2017-04-15,Saturday,2017-04-15MiamiFL,1,25137,0,0,0,0,FL
Miami,2017-04-16,Sunday,2017-04-16MiamiFL,1,20028,0,0,0,0,FL
Miami,2017-04-28,Friday,2017-04-28MiamiFL,1,19690,0,0,0,0,FL
Miami,2017-04-29,Saturday,2017-04-29MiamiFL,1,33152,0,0,0,0,FL
Miami,2017-04-30,Sunday,2017-04-30MiamiFL,1,26245,0,0,0,0,FL
Miami,2017-05-01,Monday,2017-05-01MiamiFL,1,16096,0,0,0,0,FL
Miami,2017-05-02,Tuesday,2017-05-02MiamiFL,1,16011,0,0,0,0,FL
Miami,2017-05-08,Monday,2017-05-08MiamiFL,1,16750,0,0,0,0,FL
Miami,2017-05-09,Tuesday,2017-05-09MiamiFL,1,17166,0,0,0,0,FL
Miami,2017-05-10,Wednesday,2017-05-10MiamiFL,1,18614,0,0,0,0,FL
Miami,2017-05-12,Friday,2017-05-12MiamiFL,1,20052,0,0,0,0,FL
Miami,2017-05-13,Saturday,2017-05-13MiamiFL,1,26692,0,0,0,0,FL
Miami,2017-05-14,Sunday,2017-05-14MiamiFL,1,17277,0,0,0,0,FL
Miami,2017-05-15,Monday,2017-05-15MiamiFL,1,16448,0,0,0,0,FL
Miami,2017-05-16,Tuesday,2017-05-16MiamiFL,1,18056,0,0,0,0,FL
Miami,2017-05-17,Wednesday,2017-05-17MiamiFL,1,24699,0,0,0,0,FL
Miami,2017-05-26,Friday,2017-05-26MiamiFL,1,18346,0,0,0,0,FL
Miami,2017-05-27,Saturday,2017-05-27MiamiFL,1,19366,0,0,0,0,FL
Miami,2017-05-28,Sunday,2017-05-28MiamiFL,1,20444,0,0,0,0,FL
Miami,2017-05-29,Monday,2017-05-29MiamiFL,1,17032,0,0,0,0,FL
Miami,2017-05-30,Tuesday,2017-05-30MiamiFL,1,16241,0,0,0,0,FL
Miami,2017-05-31,Wednesday,2017-05-31MiamiFL,1,15197,0,0,0,0,FL
Miami,2017-06-01,Thursday,2017-06-01MiamiFL,1,16433,0,0,0,0,FL
Miami,2017-06-02,Friday,2017-06-02MiamiFL,1,17413,0,0,0,0,FL
Miami,2017-06-03,Saturday,2017-06-03MiamiFL,1,21548,0,0,0,0,FL
Miami,2017-06-04,Sunday,2017-06-04MiamiFL,1,20387,0,0,0,0,FL
Miami,2017-06-13,Tuesday,2017-06-13MiamiFL,1,19953,0,0,0,0,FL
Miami,2017-06-14,Wednesday,2017-06-14MiamiFL,1,19436,0,0,0,0,FL
Atlanta,2017-06-16,Friday,2017-06-16AtlantaGA,1,38123,0,0,0,0,GA
Atlanta,2017-06-17,Saturday,2017-06-17AtlantaGA,1,38661,0,0,0,0,GA
Atlanta,2017-06-18,Sunday,2017-06-18AtlantaGA,1,36912,0,0,0,0,GA
Miami,2017-06-19,Monday,2017-06-19MiamiFL,1,20224,0,0,0,0,FL
Miami,2017-06-20,Tuesday,2017-06-20MiamiFL,1,20868,0,0,0,0,FL
Miami,2017-06-21,Wednesday,2017-06-21MiamiFL,1,22659,0,0,0,0,FL
Miami,2017-06-22,Thursday,2017-06-22MiamiFL,1,23472,0,0,0,0,FL
Miami,2017-06-23,Friday,2017-06-23MiamiFL,1,24684,0,0,0,0,FL
Miami,2017-06-24,Saturday,2017-06-24MiamiFL,1,25448,0,0,0,0,FL
Miami,2017-06-25,Sunday,2017-06-25MiamiFL,1,25110,0,0,0,0,FL
Miami,2017-06-27,Tuesday,2017-06-27MiamiFL,1,20804,0,0,0,0,FL
Miami,2017-06-28,Wednesday,2017-06-28MiamiFL,1,18743,0,0,0,0,FL
Miami,2017-06-29,Thursday,2017-06-29MiamiFL,1,21350,0,0,0,0,FL
Miami,2017-07-14,Friday,2017-07-14MiamiFL,1,21858,0,0,0,0,FL
Miami,2017-07-15,Saturday,2017-07-15MiamiFL,1,22609,0,0,0,0,FL
Miami,2017-07-16,Sunday,2017-07-16MiamiFL,1,22119,0,0,0,0,FL
Miami,2017-07-17,Monday,2017-07-17MiamiFL,1,17146,0,0,0,0,FL
Miami,2017-07-18,Tuesday,2017-07-18MiamiFL,1,18176,0,0,0,0,FL
Miami,2017-07-19,Wednesday,2017-07-19MiamiFL,1,31854,0,0,0,0,FL
Dallas,2017-07-24,Monday,2017-07-24DallasTX,1,24654,0,0,0,0,TX
Dallas,2017-07-25,Tuesday,2017-07-25DallasTX,1,25074,0,0,0,0,TX
Dallas,2017-07-26,Wednesday,2017-07-26DallasTX,1,26471,0,0,0,0,TX
Miami,2017-07-27,Thursday,2017-07-27MiamiFL,1,19986,0,0,0,0,FL
Miami,2017-07-28,Friday,2017-07-28MiamiFL,1,17440,0,0,0,0,FL
Miami,2017-07-29,Saturday,2017-07-29MiamiFL,1,20297,0,0,0,0,FL
Miami,2017-07-30,Sunday,2017-07-30MiamiFL,1,19747,0,0,0,0,FL
Miami,2017-07-31,Monday,2017-07-31MiamiFL,1,18962,0,0,0,0,FL
Miami,2017-08-01,Tuesday,2017-08-01MiamiFL,1,17742,0,0,0,0,FL
Miami,2017-08-02,Wednesday,2017-08-02MiamiFL,1,17890,0,0,0,0,FL
Atlanta,2017-08-04,Friday,2017-08-04AtlantaGA,1,35914,0,0,0,0,GA
Atlanta,2017-08-05,Saturday,2017-08-05AtlantaGA,1,40731,0,0,0,0,GA
Atlanta,2017-08-06,Sunday,2017-08-06AtlantaGA,1,29651,0,0,0,0,GA
Miami,2017-08-11,Friday,2017-08-11MiamiFL,1,20096,0,0,0,0,FL
Miami,2017-08-12,Saturday,2017-08-12MiamiFL,1,20399,0,0,0,0,FL
Miami,2017-08-13,Sunday,2017-08-13MiamiFL,1,20769,0,0,0,0,FL
Miami,2017-08-14,Monday,2017-08-14MiamiFL,1,17096,0,0,0,0,FL
Miami,2017-08-15,Tuesday,2017-08-15MiamiFL,1,21694,0,0,0,0,FL
Miami,2017-08-16,Wednesday,2017-08-16MiamiFL,1,17102,0,0,0,0,FL
Miami,2017-08-25,Friday,2017-08-25MiamiFL,1,22489,0,0,0,0,FL
Miami,2017-08-26,Saturday,2017-08-26MiamiFL,1,19913,0,0,0,0,FL
Miami,2017-08-27,Sunday,2017-08-27MiamiFL,1,23725,0,0,0,0,FL
Miami,2017-08-31,Thursday,2017-08-31MiamiFL,1,17013,0,0,0,0,FL
Miami,2017-09-01,Friday,2017-09-01MiamiFL,1,17998,0,0,0,0,FL
Miami,2017-09-02,Saturday,2017-09-02MiamiFL,1,18262,0,0,0,0,FL
Miami,2017-09-03,Sunday,2017-09-03MiamiFL,1,19404,0,0,0,0,FL
Miami,2017-09-04,Monday,2017-09-04MiamiFL,1,17349,0,0,0,0,FL
Miami,2017-09-05,Tuesday,2017-09-05MiamiFL,1,15364,0,0,0,0,FL
Miami,2017-09-06,Wednesday,2017-09-06MiamiFL,1,14390,0,0,0,0,FL
Atlanta,2017-09-07,Thursday,2017-09-07AtlantaGA,1,23561,0,0,0,0,GA
Atlanta,2017-09-08,Friday,2017-09-08AtlantaGA,1,30056,0,0,0,0,GA
Atlanta,2017-09-09,Saturday,2017-09-09AtlantaGA,1,34043,0,0,0,0,GA
Atlanta,2017-09-10,Sunday,2017-09-10AtlantaGA,1,34974,0,0,0,0,GA
Miami,2017-09-18,Monday,2017-09-18MiamiFL,1,16385,0,0,0,0,FL
Miami,2017-09-19,Tuesday,2017-09-19MiamiFL,1,16405,0,0,0,0,FL
Miami,2017-09-20,Wednesday,2017-09-20MiamiFL,1,16033,0,0,0,0,FL
Miami,2017-09-28,Thursday,2017-09-28MiamiFL,1,17305,0,0,0,0,FL
Miami,2017-09-29,Friday,2017-09-29MiamiFL,1,19527,0,0,0,0,FL
